0.000000000000000000e+00 9.535507457783110041e-01 1.947014779150711000e-02 1.422030951879740520e-03 1.000000000000000048e-04 2.241950037206097771e-02 9.999999999999999547e-07 2.385351543073833458e+00 5.849835181760825176e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.716454457595494150e-06 6.604999999999999760e-02 1.538324384554190738e+00
1.000000000000000000e+00 5.567208677798753946e-01 3.138869527933328962e-01 9.077064238644977356e-02 1.418265936044444675e-01 3.246040835609204089e-01 -2.380277470009161192e-02 2.068301913214935617e+00 4.398332898035233751e-01 1.751948222564413599e-07 7.084971492462250720e-06 2.548487488571018121e-06 1.124707180205902405e-08 1.830283190034267823e-10 7.228917663557399217e-09 2.678807729667028822e-08 6.062320217691950786e-02 1.535398287306540155e+00
2.000000000000000000e+00 4.050609514623229601e-01 4.185175818060668518e-01 1.460525428698464245e-01 2.425987771592440778e-01 4.981667649425415290e-01 2.322335173752763937e-02 1.950164791485250015e+00 3.466684918243174152e-01 1.491912014036549971e-07 6.595276690515742398e-06 2.883205979325011167e-06 1.404872930832840216e-08 2.567456592045185197e-10 9.181554751792743853e-09 2.869314572841153583e-08 5.833724814741341608e-02 1.530603180067890534e+00
3.000000000000000000e+00 3.260755312714226917e-01 4.748521865518379736e-01 1.841984954032060695e-01 3.084101042823564898e-01 5.282234090557028638e-01 2.026846407254885227e-02 1.871059238462550178e+00 2.801571554508054396e-01 1.364400856218629365e-07 6.478603698339683689e-06 3.168816277693868337e-06 1.474617857815273977e-08 3.099453924214813790e-10 1.035317430268266032e-08 -8.266297024617854308e-09 5.605721804191148017e-02 1.527928616914939974e+00
4.000000000000000000e+00 2.762928485507220588e-01 4.909636938468164846e-01 2.008546659132385004e-01 3.542724159170753673e-01 5.881395373457567466e-01 -7.793601436023377821e-03 1.832334831014935661e+00 2.249851772160226804e-01 1.293260453797463180e-07 6.339706597596470172e-06 3.300660692519713303e-06 1.528075213091060629e-08 3.058961567573196546e-10 1.293594197902721826e-08 2.511063297659892594e-08 5.791067808775560155e-02 1.541106823499908796e+00
5.000000000000000000e+00 2.465766211489582582e-01 4.952594848676282746e-01 2.053218824875369108e-01 3.935284472859510996e-01 5.571426169424528174e-01 2.677799468805994870e-02 1.856015230368988522e+00 1.943641277760683739e-01 1.329519473421157120e-07 6.146320389550721424e-06 3.326190013524339760e-06 1.548321684950162786e-08 3.219791596277826207e-10 1.349958296022338031e-08 -1.727965348400019972e-08 5.731254099573319938e-02 1.553266140975762211e+00
6.000000000000000000e+00 2.255719204800437916e-01 5.175167690293988043e-01 2.166169324975366073e-01 4.197939063462705067e-01 5.795614082156338442e-01 1.666566876521499360e-02 1.819808740137901282e+00 1.680840153151972605e-01 1.253199287701600123e-07 6.220334587155137232e-06 3.414557213196471833e-06 1.628631441196994736e-08 3.333684155770667645e-10 1.581055447267946881e-08 4.615250170835938608e-08 5.635271298692135639e-02 1.545106617094289314e+00
7.000000000000000000e+00 2.065529754080034641e-01 4.924448605447702132e-01 2.283610990040089717e-01 4.374794703778028815e-01 6.062076771585648283e-01 1.370285947566901412e-02 1.822772757713612135e+00 1.425598917282189793e-01 1.259591043461847245e-07 6.165576707201841377e-06 3.392591891914814480e-06 1.633237431303771192e-08 3.445454044891453695e-10 1.651645536667101050e-08 3.288242013193601356e-08 5.725789880622496331e-02 1.537537845662965585e+00
8.000000000000000000e+00 2.022139906662979714e-01 5.301124004901716091e-01 2.280543191044283602e-01 4.561829422141384649e-01 5.939060544676015851e-01 3.037465180767291023e-02 1.809799902237882119e+00 1.287301406383658808e-01 1.249540276866609043e-07 6.110715971740417986e-06 3.467983827669797200e-06 1.613875814188448928e-08 3.399914356292232266e-10 1.495657536488890922e-08 5.468418042215077162e-08 5.688554815555816463e-02 1.532767899196401773e+00
9.000000000000000000e+00 1.969832758775568460e-01 5.337800392614202583e-01 2.296731934449799672e-01 4.653363448482798481e-01 5.956872435817168743e-01 5.388781738817842448e-03 1.768770746089037393e+00 1.220984034232654725e-01 1.238948764172730853e-07 6.042915129584968069e-06 3.421707225119244502e-06 1.644518826903342984e-08 3.392683277537687262e-10 1.680954580233211707e-08 3.486764000640776057e-08 5.769313288813491397e-02 1.552162624802831514e+00
1.000000000000000000e+01 1.888282604142194343e-01 5.452097219711797838e-01 2.269562803679482932e-01 4.772166771838642352e-01 5.625270454401704034e-01 2.623775865355444312e-02 1.818082021695601291e+00 1.120301499848315036e-01 1.252185005150493856e-07 6.086920852472012445e-06 3.329499016728598133e-06 1.620066317372816716e-08 3.276882512618789582e-10 1.740364437718328226e-08 -7.128173191214739698e-09 5.826026569943826977e-02 1.546121263965588355e+00
1.100000000000000000e+01 1.876801454464406271e-01 5.281456245990648890e-01 2.225128831784348171e-01 4.848784483461492378e-01 6.075807179546870440e-01 3.147042633786040905e-02 1.794266008337202178e+00 1.019592243026498229e-01 1.217480347219225317e-07 6.124382993163372966e-06 3.389838160222097618e-06 1.704546111232092257e-08 3.393839386491044533e-10 1.726435104178408003e-08 -6.434382926718778708e-09 5.963762854540471947e-02 1.553324143317539097e+00
1.200000000000000000e+01 1.857147067998463630e-01 5.138830001449373741e-01 2.261028372466026004e-01 4.819035909516266036e-01 6.280186431467257302e-01 3.354953933373042846e-02 1.783983135658441022e+00 9.677129861283687018e-02 1.242680633041084408e-07 6.236721066004528146e-06 3.367154532738699499e-06 1.591512506434859079e-08 3.347184785563023514e-10 2.039362006507089591e-08 9.311045555046485242e-09 5.794475488820600984e-02 1.544652135870410170e+00
1.300000000000000000e+01 1.879487873088921679e-01 5.305440826587439762e-01 2.283604974583440805e-01 4.912635918076134756e-01 5.726066975817357685e-01 4.779354968343869914e-02 1.798135401470581929e+00 9.479866622241256424e-02 1.193470673191488538e-07 6.217442474348283525e-06 3.423213984479856458e-06 1.639358341787031132e-08 3.284352215494394250e-10 1.727746650714094561e-08 -5.296626909261605053e-09 5.901892210402832906e-02 1.532950997390467585e+00
