0.000000000000000000e+00 9.535507457783110041e-01 1.947014779150711000e-02 1.422030951879740520e-03 1.000000000000000048e-04 2.241950037206097771e-02 9.999999999999999547e-07 2.385351543073833458e+00 5.849835181760825176e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.716454457595494150e-06 6.604999999999999760e-02 1.538324384554190738e+00
1.000000000000000000e+00 5.547966106316799539e-01 3.291370141234348234e-01 8.936291354508359153e-02 1.459034506307102796e-01 3.655893720123785107e-01 1.144906333562799566e-03 2.042181671433513035e+00 4.391800617814071717e-01 1.739044941844532417e-07 7.039351865709428297e-06 2.468970685552045103e-06 1.073062817121331318e-08 1.866230164068105081e-10 5.763967699216355549e-09 1.754618575869299581e-08 5.995639939428694387e-02 1.538885625518963129e+00
2.000000000000000000e+00 4.064652804516533657e-01 4.156350801198501199e-01 1.486975572868038109e-01 2.397470772740637746e-01 4.844080241532155995e-01 3.643070308040125081e-03 1.923363019292676501e+00 3.453364320737736248e-01 1.471275834208804691e-07 6.608809118314339413e-06 2.922676049212159973e-06 1.341657076825784972e-08 2.627293658652017065e-10 8.828247560333011208e-09 1.533415182272925790e-08 5.799992462772012025e-02 1.539446866483738852e+00
3.000000000000000000e+00 3.251098543830856502e-01 4.607244596599301412e-01 1.818905856618109607e-01 3.063597895890624034e-01 5.384893637017000856e-01 6.715872850685989000e-03 1.869281679744191571e+00 2.787237175829563318e-01 1.367469980567009078e-07 6.402297425470345503e-06 3.136889108977529669e-06 1.477836289954924770e-08 2.987131503493511668e-10 1.100406516324982427e-08 1.443977048826159100e-08 5.725064595115540722e-02 1.540008107448513019e+00
4.000000000000000000e+00 2.757526479087613058e-01 4.872878174625748238e-01 2.013204363014956533e-01 3.551197173836733167e-01 5.652442450308862165e-01 1.007975042280168793e-02 1.842526798415004663e+00 2.299637881090670632e-01 1.316082436750803664e-07 6.285778957305548319e-06 3.256561516348075516e-06 1.554633867011220702e-08 3.182093155485988268e-10 1.268334341149491746e-08 1.395783449285612760e-08 5.701447976576664439e-02 1.540569348413290074e+00
5.000000000000000000e+00 2.443928481842906064e-01 5.033677997575380925e-01 2.130722655310285096e-01 3.913527916439647480e-01 5.791786335455537671e-01 1.360766799291988904e-02 1.828592409900337001e+00 1.937307124918730972e-01 1.287569569060303193e-07 6.216943668091475475e-06 3.326727377392253704e-06 1.599904271298810401e-08 3.295002315589075711e-10 1.404024590220691717e-08 1.365765198379190596e-08 5.702105047627017281e-02 1.541130589378066684e+00
6.000000000000000000e+00 2.239502370874773829e-01 5.130421102263388322e-01 2.202167552876063417e-01 4.185120165429154770e-01 5.868540474108221439e-01 1.723143721197520697e-02 1.820916996035069069e+00 1.665714864602053369e-01 1.270279950305003323e-07 6.176096623925475154e-06 3.368108192779134424e-06 1.626411809366778568e-08 3.359888049740738295e-10 1.517296289694062886e-08 1.344856168802962064e-08 5.714727587217755672e-02 1.541691830342841518e+00
7.000000000000000000e+00 2.104216028024282203e-01 5.186872001348064032e-01 2.244230638926853483e-01 4.389838919807005913e-01 5.914715382218550532e-01 2.090864899008170255e-02 1.816299505224036270e+00 1.460996100516140095e-01 1.258706575287094978e-07 6.152451120020427574e-06 3.391954531605508498e-06 1.640786364421423306e-08 3.393005466241954524e-10 1.614376916609002333e-08 1.328720071773735754e-08 5.733244294367396271e-02 1.542253071307616574e+00
8.000000000000000000e+00 2.013959706019178009e-01 5.217631121813904871e-01 2.266712939226867563e-01 4.544791309800705337e-01 5.946531156913875682e-01 2.461012615450272958e-02 1.813117927754503755e+00 1.306043702010981911e-01 1.250022686103452761e-07 6.139645047682092004e-06 3.404852104470053424e-06 1.646874568242144263e-08 3.403495986843465865e-10 1.699491504487303649e-08 1.315101213991207368e-08 5.754522680864088829e-02 1.542814312272391852e+00
9.000000000000000000e+00 1.953630027490584620e-01 5.231862787365043621e-01 2.275765388317650961e-01 4.662506273669480561e-01 5.972289328498283645e-01 2.831467659076321308e-02 1.810542110596063292e+00 1.188328730528940974e-01 1.242736026021294150e-07 6.133783016738241570e-06 3.410802657987132010e-06 1.647121646416960991e-08 3.397317587307338020e-10 1.775624154752176065e-08 1.302797613145876884e-08 5.776913857888170412e-02 1.543375553237167352e+00
