1.248000000000000000e+03 2.141465385250379272e-01 1.500615212570511614e-01 1.605602789232063107e-02 5.622953781180960453e-01 1.392588066049027962e+00
8.720000000000000000e+02 2.263891764453007105e-01 1.872329391120019504e-01 2.732247906024770981e-02 5.585834670272187275e-01 1.309295639687005020e+00
3.490000000000000000e+02 2.337002339367652282e-01 2.631534129976283998e-01 5.435288828603768857e-02 5.519543973604118525e-01 1.113922458850956199e+00
1.386000000000000000e+03 2.149786535310500291e-01 1.379702431135139129e-01 9.120996855564528216e-03 5.644461697578736503e-01 1.403352273263175576e+00
1.184000000000000000e+03 2.152103980445198572e-01 1.535220017709010565e-01 1.840540976848160926e-02 5.674623298496811463e-01 1.407040414816089102e+00
5.990000000000000000e+02 2.307447881631377873e-01 2.204574283021834280e-01 3.541171790635398720e-02 5.485050086084810594e-01 1.214070594046478657e+00
9.930000000000000000e+02 2.257934955366658336e-01 1.608658397063459922e-01 1.415736998847718503e-02 5.618061782815410021e-01 1.310339971756987021e+00
8.030000000000000000e+02 2.274887824914817169e-01 1.983059051904891845e-01 3.050452654879655390e-02 5.638927620762961279e-01 1.296117719994096973e+00
2.090000000000000000e+02 2.246265069427208494e-01 3.352598945378802431e-01 7.236483622413172889e-02 5.434573728694065409e-01 9.585014598052923329e-01
1.459000000000000000e+03 2.134945433022222838e-01 1.461085619575162309e-01 1.330120626474571265e-02 5.623303813738778079e-01 1.431528889900725021e+00
1.350000000000000000e+02 2.151890678569645388e-01 3.839118426486076152e-01 9.460281654297281184e-02 5.321888653798543256e-01 8.758482983822072354e-01
1.124000000000000000e+03 2.158637788608231134e-01 1.637676348937442128e-01 2.018198707572267658e-02 5.648104702642114949e-01 1.373424122202882236e+00
2.110000000000000000e+02 2.341949510569369675e-01 3.249233132313917305e-01 6.743398860307496523e-02 5.468808390840038669e-01 9.668609323102554942e-01
5.000000000000000000e+01 2.031984217190652697e-01 4.564317606722808063e-01 1.641055183720921407e-01 5.176262912357583179e-01 6.911255760955098415e-01
1.497000000000000000e+03 2.090885544145729968e-01 1.340600041006202170e-01 1.323876906348970747e-02 5.606628543396853237e-01 1.410903457340770828e+00
1.254000000000000000e+03 2.212785078640410463e-01 1.685793877520133099e-01 1.962112497671663486e-02 5.625722974959872502e-01 1.368299619903718956e+00
1.620000000000000000e+02 2.259380854794411364e-01 3.539884958245413937e-01 8.520719583430957922e-02 5.375930762723524214e-01 8.974258448722572945e-01
1.098000000000000000e+03 2.151549118288398343e-01 1.761344456117288626e-01 1.729442329214861754e-02 5.618046993841522285e-01 1.330868658175721198e+00
1.412000000000000000e+03 2.137830738170652112e-01 1.314694454381484245e-01 1.950384757827745147e-02 5.656145904670361046e-01 1.447767962386123486e+00
8.010000000000000000e+02 2.213597064062924336e-01 1.848936370257744932e-01 2.792642834931317181e-02 5.586875444617493969e-01 1.283544806643012404e+00
1.342000000000000000e+03 2.190774801336957123e-01 1.375787883122217281e-01 1.925240100273534899e-02 5.652946262261808741e-01 1.417220383009801132e+00
3.360000000000000000e+02 2.281363153957080836e-01 2.922175829700529581e-01 4.877462813806709985e-02 5.447253904287763238e-01 1.055792321135382128e+00
4.000000000000000000e+01 1.945415091439840483e-01 4.579187470323465847e-01 1.743224692176745805e-01 5.183917807176415815e-01 6.611697646074196077e-01
1.053000000000000000e+03 2.204583956548047119e-01 1.554973597116874884e-01 2.294630209022630388e-02 5.653116954802677174e-01 1.389471779655073291e+00
1.174000000000000000e+03 2.197321890875737205e-01 1.488262958875490038e-01 1.489622623184729683e-02 5.612425887353972298e-01 1.373185457181626656e+00
5.120000000000000000e+02 2.317488478215092296e-01 2.235500387153370461e-01 3.980926948565487872e-02 5.493671485028126522e-01 1.208627185184054431e+00
5.950000000000000000e+02 2.336638298653039847e-01 2.250228727603634793e-01 3.024584708107611389e-02 5.542214788257967539e-01 1.223156608459714079e+00
5.230000000000000000e+02 2.316935216285413712e-01 2.128879257571405226e-01 2.945343911059690109e-02 5.518908952011609692e-01 1.212858446019287051e+00
1.198000000000000000e+03 2.185844904214725715e-01 1.481991819151647349e-01 1.094158841170271568e-02 5.642109466701086262e-01 1.365915426402455113e+00
1.257000000000000000e+03 2.184061069896265639e-01 1.415125383992655861e-01 2.323011839645607729e-02 5.609624499830964117e-01 1.387865501680616953e+00
8.070000000000000000e+02 2.243174782205391016e-01 2.165952428906699756e-01 1.946916587369065810e-02 5.608696493116304138e-01 1.268897225943936169e+00
1.100000000000000000e+01 1.876801454464406271e-01 5.281456245990648890e-01 2.225128831784348171e-01 4.848784483461492378e-01 6.075807179546870440e-01
1.031000000000000000e+03 2.204572811861705839e-01 1.681381666437303524e-01 2.306648380147598501e-02 5.651150453792003203e-01 1.378448463905110222e+00
6.930000000000000000e+02 2.277474536666187765e-01 2.084864342365459755e-01 3.286541875964445192e-02 5.520133984365015456e-01 1.274855673117375909e+00
6.600000000000000000e+02 2.276586172964554511e-01 2.026826299207796778e-01 3.202047957303261888e-02 5.533920369824726349e-01 1.236044007623415375e+00
