3.30 5.88
1.45 1.96
1.53 3.32
2.68 4.15
1.36 1.79
8.31 1.01
4.84 9.41
2.00 2.84
2.08 2.85
2.69 4.08
4.26 7.78
8.78 1.63
1.75 2.51
1.06 1.59
1.35 2.21
4.14 8.41
4.45 5.86
2.66 4.84
1.66 2.44
3.05 5.08
